"sku","attribute_set","product_type","product_websites","name","description"
109965,"Werkzeug_Werkzeuge","simple","base","Cimco 170378 Werkzeugset 54tlg Elektromonteur-Set","Werkzeugkoffer aus starkem Rindleder speziell für Sicherheitswerkzeuge und Schutzvorrichtungen, alle Außenkanten mit Alu-Winkeln verstärkt, Seitenteile, Vorder- und Rückwand, Boden und Deckel extra verstärkt, Vorderwand abklappbar, abschließbare Steckschlösser, Seitenverschlüsse, schwerer Stollen-Tragegriff, zahlreiche Werkzeugeinsteckfächer, seitliche Schlaufen für Schultertrageriemen, Bodengleiter zusätzlich mit Dokumenten-Vortasche, abklappbarer Rückwand, Klappfach für Kleinteile, Zwischenwand, Schaumstoffeinlage mit Aussparungen für Steckschlüsseleinsätze komplett mit 54 Sicherheitswerkzeugen (1000 Volt-Schutzisolation), Kunststoff-Klammer Nr. 10 0796, Telefonzange, gerade Nr. 10 8778, dito, gebogen Nr. 10 8780, Kombinationszange Nr. 10 8782, Kraft-Seitenschneider Nr. 10 8784, Abisolierzange Nr. 10 8790, Winkelschraubendreher Nr. 11 0804, dito Nr. 11 0806, Spannungsprüfer DUSPOL Nr. 11 1430, Steckschlüsseleinsätze Nr. 11 2600, dito Nr. 11 2602, dito Nr. 11 2606, dito Nr. 11 2608, dito Nr. 11 2610, dito Nr. 11 2612, Umschaltknarre Nr. 11 2628, T-Aufsteckschlüssel Nr. 11 2650, Einmaulschlüssel Nr. 11 2708, dito Nr. 11 2714, dito Nr. 11 2720, dito Nr. 11 2722, dito Nr. 11 2724, Schlitz-Schraubendreher mit 1000 V-Schutzisolation Nr. 11 7701, dito Nr. 11 7704, dito Nr. 11 7705, dito Nr. 11 7706, Kreuzschlitz-Schraubendreher mit 1000 V-Schutzisolation Nr. 11 7731, dito Nr. 11 7732, Sechskant-Steckschlüssel mit 1000 V-Schutzisolation Nr. 11 7805, dito Nr. 11 7807, dito Nr. 11 7808, dito Nr. 11 7810, Kabelmesser mit gerader Klinge Nr. 12 0042, Kabelschere Nr. 12 206, Aufstecktüllen, konisch 5 Stück Nr. 14 0166, dito 5 Stück Nr. 14 0168, dito 5 Stück Nr. 14 0170, Kunststoffklammer 2 Stück Nr. 14 0180, PVC-Klebeband Nr. 14 0182, NH-Sicherheitsgriff Nr. 14 0210, Elektriker-Schutzhandschuhe Nr. 14 0214, Koffer, leer Nr. 17 0078"
109967,"Werkzeug_Werkzeuge","simple","base","Cimco 170420 Werkzeugset 14tlg Elektromonteur-Set","Werkzeug-Rucksack, Rucksack zum Transport und zur Aufbewahrung von Werkzeugen, Ausstattungsvielfalt und Verarbeitungsqualität speziell für den Profieinsatz: Kunststoff-Rückenschale mit Komfort-Polsterung, längenverstellbare, gepolsterte Schulterriemen, weitenverstellbarer Beckengurt, 2 Seitentaschen, Dokumenten-Vortasche, zahlreiche Einsteckfächer, Halteschlaufen und herausnehmbare Innentaschen für Werkzeuge, Kleinteile, Dokumente usw., Handtragegriff, 4 stabile Bodengleiter, Gewicht nur 2300g,  komplett mit  Telefonzange mit geraden Backen 200 mm,  Kombinationszange 180 mm, Kraft-Seitenschneider 200 mm, Abisolierzange 0,5 bis 6 qmm, 160 mm  Elektriker-Schlitz-Schraubendreher 3,0 x 0,5 x 100 mm  (Klingenmaße) 4,0 x 0,8 x 100 mm  5,5 x 1,0 x 125 mm  6,5 x 1,2 x 150 mm  Elektriker-Kreuzschlitz-Schraubendreher PH 1 x 80 mm  (Klingenmaße) PH 2 x 100 mm  PZ 1 x 80 mm  PZ 2 x 100 mm  Phasenprüfer, 100 bis 250 V AC 140 mm Automatisches Kabelmesser  8 bis 28 mm Ø"
109968,"Werkzeug_Zubehör","simple","base","Cimco 170430 Werkzeugtasche leer Kunststoff","Werkzeug-Rucksack, Rucksack zum Transport und zur Aufbewahrung von Werkzeugen, Ausstattungsvielfalt und Verarbeitungsqualität speziell für den Profieinsatz: Kunststoff-Rückenschale mit Komfort-Polsterung, längenverstellbare, gepolsterte Schulterriemen, weitenverstellbarer Beckengurt, 2 Seitentaschen, Dokumenten-Vortasche, zahlreiche Einsteckfächer, Halteschlaufen und herausnehmbare Innentaschen für Werkzeuge, Kleinteile, Dokumente usw., Handtragegriff, 4 stabile Bodengleiter, Gewicht nur 2300g."
109969,"Werkzeug_Werkzeuge","simple","base","Cimco 170500 Werkzeugset 24tlg Elektromonteur-Set","Lehrlingskoffer ECO,  komplett mit 23 Werkzeugen, robuster Hartschalen-Werkzeugkoffer für den Profi-Einsatz in attraktivem Zwei-Farben-Design, zwei auswechselbare Kippverschlüsse, zwei verstärkte Metall-Klappscharniere als Deckelhalter, Öffnungswinkel größer 90°, 2 Werkzeugtafeln aus Leichtkunststoff mit zahlreich aufgenähten Einstecktaschen zur Aufnahme von Handwerkzeugen, geräumiges Dokumentenfach ist in der oberen Werkzeugtafel integriert, Bodenschale mit drei Separationen zur Aufbewahrung von Messwerkzeugen, Kleinteilen, Werkzeug, etc., Innenmaße ca. 430x340x155mm, Gewicht leer nur 3200g"
109970,"Werkzeug_Zubehör","simple","base","Cimco 170705 Werkzeugtasche leer Leder 230x230x100mm","Werkzeug Gürteltasche aus strapazierfähigem, geschmeidigem Vollrindleder. 1 Halter für Isolierbandrollen, 5 Außenfächer und 1 Hammerschlaufe. Maße 240x270 mm"
109971,"Werkzeug_Zubehör","simple","base","Cimco 170780 Werkzeugkasten Leder","Gürtel aus Vollrindleder 1200x40 mm"
109973,"Werkzeug_Zubehör","simple","base","Cimco 170924 Werkzeugkoffer leer Leder/Metall","Werkzeugkoffer aus starkem Rindleder mit verzinkter, vernieteter Blechbodenwanne, abklappbare Vorderwand, Vorder- und Rückwand, Boden, Deckel und Seitenteile extra verstärkt, schwerer Tragegriff, 2 abschließbare Schlösser, seitliche Steckschlösser, Bodengleiter, seitliche Schlaufen für Schultertrageriemen, Innenseiten mit zahlreichen Werkzeugeinsteckfächern und verstellbaren Schlaufen, zusätzlich alle Außenkanten mit Alu-Winkeln verstärkt zusätzlich mit Dokumenten-Vortasche und Halteschlaufen statt Einsteckfächern"
109974,"Werkzeug_Zubehör","simple","base","Cimco 170930 Werkzeugkoffer leer Kunststoff 380x480x220mm","Meisterkoffer CHAMPION, Profi-Hartschalenkoffer mit herausragendem Preis-Leistungs-Verhältnis! Breiter Aluminiumrahmen für hohe Stabilität, Kofferschalen aus extrem schlag- und sturzfestem Polypropylen, besonders geräumige Bodenschale mit verschiedenen Stegen zur sinnvollen Aufteilung in Kleingefache, 3 Werkzeugtafeln mit zahlreichen Einsteckfächern in unterschiedlichen Größen zur sicheren Aufbewahrung von Handwerkzeugen aller Art, 3 Metallscharniere mit Rastmechanismus halten den Koffer ohne zusätzliche Streben sicher geöffnet, Komfort-Tragegriff mit Weichgummieinlage, 2 robuste abschließbare Schnappschlösser, Namensschild."
109975,"Werkzeug_Zubehör","simple","base","Cimco 170932 Werkzeugkoffer leer Kunststoff 485x220x380mm","Meisterkoffer CHAMPION ? Rollenkoffer. Profi-Hartschalenkoffer (wie 17 0930) mit integriertem Rollensystem und 4-fach Teleskopauszug für hohe Mobilität und Komfort. Durch die extra breiten Rollen auf der Kofferaußenschale ist der Koffer besonders kippstabil. Breiter Aluminiumrahmen für hohe Stabilität, extrem schlag- und sturzfeste Polypropylen-Kofferschalen, besonders geräumige Bodenschale mit verschiedenen Stegen zur individuellen Aufteilung in Kleingefache, 3 Werkzeugtafeln mit zahlreichen Einsteckfächern in unterschiedlichen Größen zur sicheren Aufbewahrung von Handwerkzeugen aller Art, 3 Metallscharniere mit Rastmechanismus halten den Koffer mit zwei zusätzlichen Innenstreben sicher geöffnet, Komfort-Tragegriff mit Weichgummieinlage, 2 robuste abschließbare Schnappschlösser, Namensschild."
109976,"Werkzeug_Zubehör","simple","base","Cimco 170935 Werkzeugkoffer leer Kunststoff 485x245x385mm","Werkzeugkoffer CHAMPION-Double mit 180° Öffnungsfunktion. Durch die beidseitig um 180° zu öffnenden Kofferschalen wird eine besonders gute Standfestigkeit des Koffers erzielt (beide Kofferschalen liegen für eine stabile Kofferlage auf). Die beiden, aus extrem schlag- und sturzfestem Polypropylen gefertigten Kofferschalen sind durch 3 Metallscharniere mit Doppelfunktion (Scharnierfunktion für Ober- und Unterschale) an den 3 Aluminium-Rahmen verbunden und durch 4 abschließbare Kippschlösser gesichert. Durch 4 Rastscharniere im Koffer sind die Ober- und Unterschalen präzise zu öffnen und zu schließen. Außerdem bleiben die Kofferschalen auch im geöffneten und gefüllten Zustand sicher stehen. Der Handgriff mit Weichgummi-Einlage sorgt für ein ermüdungsfreies Tragen. Der Koffer ist bis zu 35 kg belastbar und mit 4 Werkzeugtafeln mit 6 Einsteckflächen ausgestattet. In der Bodenschale kann mit Trennstegen eine variable Einteilung vorgenommen werden, so dass Maschinen oder Kleinteile sicher zu transportieren sind."
109977,"Werkzeug_Werkzeuge","simple","base","Cimco 170996 Werkzeugset 14tlg Elektromonteur-Set","Werkzeug- und Dokumententasche, Tasche für Servicetechniker, ideal für kleinere Wartungs- und Installationsarbeiten, 3 Einsteckfächer für Visitenkarten, 2 Elastikhalter für Mobiltelefon, Maßband, Kleinwerkzeug u. ä., 18 unterschiedlich große Einsteckfächer für Werkzeuge aller Art, 4-Ringhefter für Kataloge und andere Dokumente. Herausnehmbares Clipboard mit folgender Ausstattung Clipboard bis maximal DIN A 4-Schreibunterlagen, Elastik-Stifthalter, 9 Elastikhalter unterschiedlicher Größe für Schreibgeräte, Schraubendreher, Kleinwerkzeuge u. a., Reißverschlusstasche für Kleinutensilien. Dokumenten-Vortasche in DIN A 4-Größe mit Klettverschluss, 2 Handtragegriffe, Gewicht nur 1300 g, komplett mit  Telefonzange mit geraden Backen 200 mm,  Kombinationszange 180 mm, Kraft-Seitenschneider 200 mm, Abisolierzange 0,5 bis 6 qmm, 160 mm  Elektriker-Schlitz-Schraubendreher 3,0 x 0,5 x 100 mm  (Klingenmaße) 4,0 x 0,8 x 100 mm  5,5 x 1,0 x 125 mm  6,5 x 1,2 x 150 mm  Elektriker-Kreuzschlitz-Schraubendreher PH 1 x 80 mm  (Klingenmaße) PH 2 x 100 mm  PZ 1 x 80 mm  PZ 2 x 100 mm  Phasenprüfer, 100 bis 250 V AC 140 mm Automatisches Kabelmesser  8 bis 28 qmm"
109978,"Werkzeug_Werkzeuge","simple","base","Cimco 170998 Werkzeugset 9tlg Elektromonteur-Set","WERKZEUG-SET OFFICE LINE"
109979,"Werkzeug_Zubehör","simple","base","Cimco 171000 Werkzeugkoffer leer Kunststoff 490x240x385mm","Meisterkoffer MODULAR, dieser Hartschalenkoffer setzt neue Maßstäbe! Flexibilität: Patentiertes Klick-System zur schnellen Aufnahme bzw. Entnahme von Werkzeugtafeln in gewünschter Zahl (max. 3), Koffer-Unterschale mit neuartigem System zur Facheinteilung: Unterteilungsstege werden eingeklickt, sind damit gleichermaßen variierbar und unverlierbar. Revolutionär ist der Koffer in Verbindung mit den Zusätzen ?Teleskopsystem? und ?Trolley?. Allen individuellen Arbeitsbedingungen und Mobilitätsanforderungen wird durchdiese optionalen Ausstattungen Rechnung getragen. Design: Kofferschalen aus hochschlagfestem Kunststoff, Ecken besonders verstärkt durch farblich attraktiv abgesetzte Sturzkappen, 2 Werkzeugtafeln mit vielen Einsteckfächern, 2 hochwertig verchromte, abschließbare Schlösser, verchromter Tragegriff mit Weichgummieinlage. Weitere Ausstattungsmerkmale: 3 stabile Bodengleiter-Scharnierelemente, zusätzliches Zahlenschloss, alle beweglichen Teile verschraubt für problem loses Auswechseln."
109980,"Werkzeug_Zubehör","simple","base","Cimco 171004 Werkzeugtrolley leer Leder/Metall","Trolley zu Meisterkoffer MODULAR. Dieses Anbauset sorgt für Mobilität und Ergonomie: Schwere Lasten werden spielend leicht bewegt. 2 stabile Laufrollen, Aluminium-Teleskopgriff mit 2 wahlweisen Ausziehlängen (800 und 1100 mm). Einfache Befestigung an der Kofferunterseite mittels 4 Drehknebeln (=Koffer-Bodengleiter), Trolley kann auch separat als Transporthilfe für Lasten bis 30 kg genutzt werden.Gewicht 1600 g"
109981,"Werkzeug_Zubehör","simple","base","Cimco 171006 Werkzeugtrolley leer Leder/Metall","Teleskopsystem zu Meisterkoffer MODULAR. Stabiler Montagerahmen mit 4 einzeln höhenverstellbaren Teleskopbeinen, die den Meisterkoffer MODULAR in eine ergonomisch angenehme Arbeitshöhe zwischen 450 und 730 mm bringen und auch auf stark unebenem Untergrund sicheren Stand bieten. Kann auch separat als Arbeitstisch genutzt werden. Einfache Befestigung an der Kofferunterseite mittels 4 Drehknebeln (=Koffer-Bodengleiter), Teleskopbeine einklappbar und höhenverstellbar durch Schnellverschlüsse, Gewicht 2000 g."
109982,"Werkzeug_Werkzeuge","simple","base","Cimco 171076 Werkzeugset 23tlg Elektromonteur-Set","Meisterkoffer MODULAR, dieser Hartschalenkoffer setzt neue Maßstäbe! Flexibilität: Patentiertes Klick-System zur schnellen Aufnahme bzw. Entnahme von Werkzeugtafeln in gewünschter Zahl (max. 3), Koffer-Unterschale mit neuartigem System zur Facheinteilung: Unterteilungsstege werden eingeklickt, sind damit gleichermaßen variierbar und unverlierbar. Revolutionär ist der Koffer in Verbindung mit den Zusätzen ?Teleskopsystem? und ?Trolley?. Allen individuellen Arbeitsbedingungen und Mobilitätsanforderungen wird durchdiese optionalen Ausstattungen Rechnung getragen. Design: Kofferschalen aus hochschlagfestem Kunststoff, Ecken besonders verstärkt durch farblich attraktiv abgesetzte Sturzkappen, 2 Werkzeugtafeln mit vielen Einsteckfächern, 2 hochwertig verchromte, abschließbare Schlösser, verchromter Tragegriff mit Weichgummieinlage. Weitere Ausstattungsmerkmale: 3 stabile Bodengleiter-Scharnierelemente, zusätzliches Zahlenschloss, alle beweglichen Teile verschraubt für problem loses Auswechseln. Komplett mit 23 Werkzeugen, Abisolierzange Nr. 10 9686, Elektronik-Seitenschneider Nr. 10 1040, Telefonzange, gerade Nr. 10 9216, Wasserpumpenzange Nr. 10 9224, Telefonzange, gebogen Nr. 10 9238, Kombinationszange Nr. 10 9336, Kraft-Seitenschneider Nr. 10 9528, Stechahle Nr. 11 0482, Stiftschlüssel-Satz Nr. 11 0590, Spannungsprüfer Nr. 11 1280, Präzisions-Schraubendreher Nr. 11 1864, Schlitz-Schraubendreher mit 1000 V-Schutzisolation Nr. 11 7702, dito Nr. 11 7704, dito Nr. 11 7705, dito Nr. 11 7706, Kreuzschlitz-Schraubendreher mit 1000 V-Schutzisolation Nr. 11 7731, dito Nr. 11 7732, dito Nr. 11 7741, dito Nr. 11 7742, Kabelmesser, Kunststoff Nr. 12 0050, Universalschere Nr. 12 0122 Taschensäge Nr. 12 0490,  Kabelmesser Nr. 12 1010, Koffer, leer Nr. 17 0074"
109983,"Werkzeug_Werkzeuge","simple","base","Cimco 172004 Werkzeugset 23tlg Elektromonteur-Set","Lehrlingskoffer 2004, komplett mit 23 Werkzeugen, robuster Hartschalen-Werkzeugkoffer für den Profi-Einsatz in attraktivem Zwei-Farben-Design, zwei auswechselbare Kippverschlüsse, zwei verstärkte Metall-Klappscharniere als Deckelhalter,Öffnungswinkel größer 90°, 2 Werkzeugtafeln aus Leichtkunststoff mit zahlreich aufgenähten Einstecktaschen zur Aufnahme von Handwerkzeugen, geräumiges Dokumentenfach ist in der oberen Werkzeugtafel integriert, Bodenschale mit drei Separationen zur Aufbewahrung von Messwerkzeugen, Kleinteilen, Werkzeug, etc., Innenmaße ca. 430x340x155mm, Gewicht leer nur 3200g, Inhalt: Abisolierzange Nr. 10 9686, Telefonzange, gerade Nr. 10 9216, Kombinationszange Nr. 10 9336, Seitenschneider Nr. 10 9574, Spannungsprüfer Nr. 11 1280, Schlitz-Schraubendreher Nr. 11 7702, dito Nr. 11 7704, dito Nr. 11 7705, dito Nr. 11 7706, Kreuzschlitz-Schraubendreher Nr. 11 7731, dito Nr. 11 7732, dito Nr. 11 7741, dito Nr. 11 7742, Kabelmesser mit Holzschale Nr. 12 0052,  Kabelmesser Nr. 12 1010, Taschensäge PUK Nr. 12 0502, Schlosserhammer 300 g Nr. 13 0804, Malerspachtel 40 mm Nr. 13 1324, Gipsmulde 125 mm Nr. 14 0306, Wasserpinsel Nr. 14 0310, Zimmermanns-Bleistift Nr. 21 2170, Schaltschrank-Wasserwaage Nr. 21 1442, Gliedermaßstab Nr. 21 0004"
109984,"Werkzeug_Zubehör","simple","base","Cimco 173200 Werkzeugkoffer leer Aluminium 180x360x475mm","Werkzeugkoffer Deluxe, eleganter Aluminiumkoffer für High-Tech-Installationen und -Service, Schalenkaltgeformt aus massivem anodisiertem Aluminium, Bodenschale mit in Würfeln vorgestanzter Schaumstoffeinlage für den sicheren Transport empfindlicher Bauteile und Geräte wie Notebook, Messgeräte, Platinen etc., Aluminium-Doppelrahmen für höchste Stabilität und Verzugsfreiheit, 2 Werkzeugtafeln mit vielen Einsteckfächern, separate Dokumententasche, 2 verchromte Designschlösser, zusätzlich Zahlenschloss, ergonomischer Softgrip-Handgriff."
109985,"Werkzeug_Werkzeuge","simple","base","Cimco 173210 Werkzeugset 30tlg Elektromonteur-Set","Werkzeugkoffer DELUXE, eleganter Aluminiumkoffer für High-Tech-Installationen und -Service, Schalen kaltgeformt aus massivem anodisiertem Aluminium, Bodenschale mit in Würfeln vorgestanzter Schaumstoffeinlage für den sicheren Transport empfindlicher Bauteile und Geräte wie Notebook, Messgeräte, Platinen etc., Aluminium-Doppelrahmen für höchste Stabilität und Verzugsfreiheit, 2 Werkzeugtafeln mit vielen Einsteckfächern, separate Dokumententasche, 2 verchromte Designschlösser, zusätzlich Zahlenschloss, ergonomischer Softgrip-Handgriff. Komplett mit 30 Werkzeugen, Elektronik-Seitenschneider Nr. 10 1040, Elektronik-Spitzzange, gebogen Nr. 10 1076, dito, gerade Nr. 10 1082, Presszange Nr. 10 1906, Presszange f. BNC/TNC-Stecker Nr. 10 6138, Telefonzange, gerade Nr. 10 9216, Telefonzange, gebogen Nr. 10 9238, Kombinationszange Nr. 10 9336, Seitenschneider Nr. 10 9574, Spannungsprüfer Nr. 11 1280, Präzisions-Schraubendreher Nr. 11 1864, dito Nr. 11 1865, dito Nr. 11 1870, dito Nr. 11 1877, dito Nr. 11 1880, Schaltschrankschlüssel Nr. 11 2894, Schlitz-Schraubendreher mit 1000 V-Schutzisolation Nr. 11 7701, dito Nr. 11 7702, dito Nr. 11 7704, dito Nr. 11 7705, dito Nr. 11 7706, Kreuzschlitz-Schraubendreher mit 1000 V-Schutzisolation Nr. 11 7731, dito Nr. 11 7732, Anlegewerkzeug LSA-Plus Klemmen Nr. 11 8017,  Coaxi-Entmanteler Nr. 12 0027,  PC-Strip Nr. 12 0034,  Präz.-Abisol. PWS-Plus Nr. 12 0033, Universalschere Nr. 12 0122, Telefonschere, gezahnt Nr. 12 0222,  Kabelmesser Nr. 12 1010, Koffer, leer Nr. 17 3200"
109986,"Werkzeug_Werkzeuge","simple","base","Cimco 173310 Werkzeugset 25tlg Elektromonteur-Set","Servicetasche Elektronic, Dokumenten- und Notebook-Tasche, das Top-Modell der WORK-Line: Werkzeugkoffer, Aktentasche und Notebook-Case in einem! Vollständig aufklappbare Werkzeugtasche mit Reißverschluss, 9 verschieden große Werkzeug-Einsteckfächer, 15 unterschiedliche Elastikhalter für Kleinwerkzeuge, Schraubendreher, Schreibgeräte u. ä., integrierte Notebooktasche geeignet für alle gängigen Notebooks inklusive separater herausnehmbarer Zubehör-Tasche für Stromversorgung, Maus u. ä., große Dokumenten- Vortasche mit Reißverschluss und verschieden großen Einsteckfächern und Halterungen für Schreibgerät, Visitenkarten etc., Tasche für Mobiltelefon und weitere Reißverschluss-Innentasche, zusätzlich kleine außen liegende Dokumententasche, gummierter Handtragegriff, abnehmbarer, stufenlos längenverstellbarer Trageriemen mit Schulterpolster, Gewicht nur 1600 g. Komplett mit 25 Werkzeugen, Elektronik-Seitenschneider Nr. 10 1040, Elektronik-Spitzzange, gebogen Nr. 10 1076, dito, gerade Nr. 10 1082, Presszange Nr. 10 1906, Presszange f. BNC/TNC-Stecker Nr. 10 6138, Telefonzange, gerade Nr. 10 9216, Telefonzange, gebogen Nr. 10 9238, Kombinationszange Nr. 10 9336, Seitenschneider Nr. 10 9574, Spannungsprüfer Nr. 11 1280, Präzisions-Schraubendreher Nr. 11 1864, dito Nr. 11 1865, dito Nr. 11 1870, dito Nr. 11 1877, dito Nr. 11 1880, Schaltschrankschlüssel Nr. 11 2894, Schlitz-Schraubendreher mit 1000 V-Schutzisolation Nr. 11 7701, dito Nr. 11 7702, dito Nr. 11 7704, dito Nr. 11 7705, dito Nr. 11 7706, Kreuzschlitz-Schraubendreher mit 1000 V-Schutzisolation Nr. 11 7731, dito Nr. 11 7732, Anlegewerkzeug LSA-Plus Klemmen Nr. 11 8017,  Coaxi-Entmanteler Nr. 12 0027,  PC-Strip Nr. 12 0034,  Präz.-Abisol. PWS-Plus Nr. 12 0033, Universalschere Nr. 12 0122, Telefonschere, gezahnt Nr. 12 0222,  Kabelmesser Nr. 12 1010"
109987,"Werkzeug_Werkzeuge","simple","base","Cimco 173316 Werkzeugset 40tlg Elektromonteur-Set","Servicetasche DNT, Werkzeug-, Dokumenten- und Notebook-Tasche, das Top-Modell der WORK-Line: Werkzeugkoffer, Aktentasche und Notebook-Case in einem! Vollständig aufklappbare Werkzeugtasche mit Reißverschluss, 9 verschieden große Werkzeug-Einsteckfächer, 15 unterschiedliche Elastikhalter für Kleinwerkzeuge, Schraubendreher, Schreibgeräte u. ä., integrierte Notebooktasche geeignet für alle gängigen Notebooks inklusive separater herausnehmbarer Zubehör-Tasche für Stromversorgung, Maus u. ä., große Dokumenten- Vortasche mit Reißverschluss und verschieden großen Einsteckfächern und Halterungen für Schreibgerät, Visitenkarten etc., Tasche für Mobiltelefon und weitere Reißverschluss-Innentasche, zusätzlich kleine außen liegende Dokumententasche, gummierter Handtragegriff, abnehmbarer, stufenlos längenverstellbarer Trageriemen mit Schulterpolster, Gewicht nur 1600 g, komplett mit 24 Werkzeugen, Inhalt: Elektronik-Seitenschneider Nr. 10 1040, Presszange Nr. 10 1892, dito Nr. 10 6200, Wasserpumpenzange Nr. 10 9224, Kombinationszange Nr. 10 9336, Seitenschneider Nr. 10 9572, Stiftschlüssel-Satz Nr. 11 0600, Spannungsprüfer Nr. 11 1280, Maulschlüssel-Satz Nr. 11 2310, Schaltschrankschlüssel Nr. 11 2894, Werkstatt-Schraubendreher Nr. 11 7105, dito Nr. 11 7106, Elektriker-Schraubendreher Nr. 11 7121, dito Nr. 11 7124, Kreuzschlitz-Schraubendreher Nr. 11 7130, dito Nr. 11 7131, dito Nr. 11 7132, Anlegewerkzeug LSA Plus-Klemmen Nr. 11 8017, Kabelmesser Nr. 12 0052, Universal- Abisolierer DATA STRIP Nr. 12 0092, Einhand-Kabelschere Nr. 12 0204, Telefonschere Nr. 12 0220, Universal-Druckluft-Sprühdose Nr. 15 1510, Gliedermaßstab Holz Nr. 21 0004, Werkzeug-Dokumenten + Notebook-Tasche Nr. 17 5132"
109990,"Werkzeug_Zubehör","simple","base","Cimco 174052 Werkzeugkoffer leer Kunststoff","Werkzeugkoffer Universal  robuste, flugtaugliche Kofferschalen aus schwarzem ABS, bis 30kg belastbarer Aluminium-Doppel-Rahmen, 2 Kippzylinderschlösser, 2 Rasterscharniere mit Kofferdeckel-Arretierung, schützende integrierte Bodengleiter, strapazierfähige, abwaschbare Werkzeugtafeln aus Con-Pearl, ermüdungsfreies Tragen durch ergonomische Griffe mit gepolsterten Griffmulden aus federndem Material, jeweils mit 1 Werkzeugtafel (17 4052 enthält 2 Werkzeugtafeln) mit 25 Einsteckfächern und 1 Klemmfach 400mm, 1 Abdeckplatte mit 15 Einsteckfächern sowie 1 Klemmfach 400mm, 1 frei unterteilbare Bodenschale, Dokumentenfach im Deckel, Gewicht 5,1kg, LxBxH 470x180x360mm."
109991,"Werkzeug_Zubehör","simple","base","Cimco 175075 Werkzeugkoffer leer Kunststoff 165x305x450mm","Super-Meisterkoffer PERFEKT. Schwarz. Der formschöne, stabile, robuste Hartschalenkoffer mit 3 Werkzeugtafeln = 4 Einsteckleisten und einem Dokumentenfach. Bodenschale mit Rasteraufteilung und Trennstegen zur sicheren Unterbringung von Messgeräten und Kleinteilen. Der CLOU: Die neuen Werkzeugtafeln mit dem sensationellen Klemmeffekt. Kleine und große Werkzeuge können ohne zwingendes Ordnungsprinzip eingesteckt werden und halten sicher fest. Auch beim Transport, sogar wenn der Koffer mal ?auf dem Kopf steht?."
109992,"Werkzeug_Zubehör","simple","base","Cimco 175076 Werkzeugkoffer leer Kunststoff 200x400x490mm","Super-Meisterkoffer PERFEKT. Rot Der formschöne, stabile, robuste Hartschalenkoffer mit 3 Werkzeugtafeln = 4 Einsteckleisten. Bodenschale mit Rasteraufteilung und Trennstegen zur sicheren Unterbringung von Messgeräten und Kleinteilen. Der CLOU: Die neuen Werkzeugtafeln mit dem sensationellen Klemmeffekt. Kleine und große Werkzeuge können ohne zwingendes Ordnungsprinzip eingesteckt werden und halten sicher fest. Auch beim Transport, sogar wenn der Koffer mal ?auf dem Kopf steht?."
109994,"Werkzeug_Zubehör","simple","base","Cimco 175078 Werkzeugkoffer leer Kunststoff 210x355x470mm","Super-Meisterkoffer PERFEKT - Rollenkoffer. Weiterentwicklung des beliebten Meisterkoffer PERFEKT Nr. 17 5075, jetzt im ?King-Size-Format? mit integriertem Rollensystem für hohe Mobilität und Komfort. Ziehen oder Schieben des Koffers ist möglich durch einen extrabreiten 4-fach-Teleskopauszug bis 1050 mm sowie gummierte, gelagerte große Laufrollen mit breitem Radstand (kippstabil). Bis 40 kg belastbarer Aluminium-Doppel-Rahmen, 2 formschöne abschließbare Kippschlösser, 2 Rasterscharniere mit Kofferdeckel-Arretierung, schützende integrierte Bodengleiter, 2 strapazierfähige, abwaschbare Werkzeugtafeln aus ConPearl® mit patentiertem Klemmsystem zum verrutschsicheren Halten von Handwerkzeugen aller Art, ermüdungsfreies Tragen durch ergonomische Griffe mit gepolsterten Griffmulden aus federndem Material."
109995,"Werkzeug_Zubehör","simple","base","Cimco 175102 Werkzeugtasche leer Kunststoff","Handy Tasche speziell für Mobiltelefone, aber auch für Brillen, Messinstrumente und andere empfindliche Kleingeräte. Besonders gepolstert, Klettverschluss, 2 Bleistifthalter, Gürtelschlaufe und Universal-Metall-Halteclip zur Befestigung an Gürteln und Taschen"
109996,"Werkzeug_Zubehör","simple","base","Cimco 175104 Werkzeugtasche leer Kunststoff","Akkuschrauber-Tasche, Gürtelholster zum Einstecken aller gängigen Akku-Handschraubmaschinen, Transportsicherung durch Fixierband mit Klettverschluss, 4 Einsteckfächer für Zubehör wie Bohrer, Bits, Bleistift usw., besonders robuste Ausführung durch Polsterung, verstärkten Stoff und Nieten, Gürtelschlaufe, Gewicht nur 120 g"
109997,"Werkzeug_Zubehör","simple","base","Cimco 175106 Werkzeugtasche leer Kunststoff 130x180x20mm","Falttasche für Schraubbits und Zubehör, Aufnahmen für 12 Bits, 5 Bohrer und einen Bithalter, Klettverschluss, Universal-Metall-Halteclip zur Befestigung an Gürteln und Taschen aller Art, Gewicht nur 120 g. Maße 180x130 mm"
109998,"Werkzeug_Zubehör","simple","base","Cimco 175108 Werkzeugtasche leer Kunststoff 130x180x100mm","Kleine Vorratstasche, 2 Einsteckfächer für diverse Werkzeuge und Utensilien wie Notizblock, Meterband usw., durch robuste Polsterung besonders zur Aufbewahrung von Schrauben und Nägeln geeignet, Bleistifthalter, Fixierband mit Klettverschluss, mit Nieten verstärkte Gürtelschlaufe, Gewicht nur 60 g"
